"GEO_ID","NAME","B19301_001E","B19301_001M",
"Geography","Geographic Area Name","Estimate!!Per capita income in the past 12 months (in 2022 inflation-adjusted dollars)","Margin of Error!!Per capita income in the past 12 months (in 2022 inflation-adjusted dollars)",
"1400000US37053110202","Census Tract 1102.02; Currituck County; North Carolina","45142","6118",
"1400000US37053110301","Census Tract 1103.01; Currituck County; North Carolina","42552","4767",
"1400000US37053110302","Census Tract 1103.02; Currituck County; North Carolina","27271","4878",
"1400000US37053110401","Census Tract 1104.01; Currituck County; North Carolina","40398","5653",
"1400000US37053110403","Census Tract 1104.03; Currituck County; North Carolina","33252","6494",
"1400000US37053110404","Census Tract 1104.04; Currituck County; North Carolina","35195","4014",
"1400000US37053990100","Census Tract 9901; Currituck County; North Carolina","-","**",
"1400000US37055970101","Census Tract 9701.01; Dare County; North Carolina","68291","9728",
"1400000US37055970102","Census Tract 9701.02; Dare County; North Carolina","49296","5197",
"1400000US37055970200","Census Tract 9702; Dare County; North Carolina","41178","4941",
"1400000US37055970301","Census Tract 9703.01; Dare County; North Carolina","38931","3745",
"1400000US37055970302","Census Tract 9703.02; Dare County; North Carolina","49526","10133",
"1400000US37055970400","Census Tract 9704; Dare County; North Carolina","55717","6909",
"1400000US37055970501","Census Tract 9705.01; Dare County; North Carolina","26954","8513",
"1400000US37055970502","Census Tract 9705.02; Dare County; North Carolina","38573","5104",
"1400000US37055970601","Census Tract 9706.01; Dare County; North Carolina","41639","6069",
"1400000US37055970602","Census Tract 9706.02; Dare County; North Carolina","34889","7333",
"1400000US37055990100","Census Tract 9901; Dare County; North Carolina","-","**",
"1400000US37055990200","Census Tract 9902; Dare County; North Carolina","-","**",
"1400000US37057060101","Census Tract 601.01; Davidson County; North Carolina","45348","9638",
"1400000US37057060103","Census Tract 601.03; Davidson County; North Carolina","46266","8213",
"1400000US37057060104","Census Tract 601.04; Davidson County; North Carolina","42784","6322",
"1400000US37057060201","Census Tract 602.01; Davidson County; North Carolina","33784","3308",
"1400000US37057060202","Census Tract 602.02; Davidson County; North Carolina","27584","3453",
"1400000US37057060203","Census Tract 602.03; Davidson County; North Carolina","32847","4696",
"1400000US37057060301","Census Tract 603.01; Davidson County; North Carolina","40562","4090",
"1400000US37057060302","Census Tract 603.02; Davidson County; North Carolina","35639","4155",
"1400000US37057060303","Census Tract 603.03; Davidson County; North Carolina","44153","7974",
"1400000US37057060304","Census Tract 603.04; Davidson County; North Carolina","36262","5160",
"1400000US37057060400","Census Tract 604; Davidson County; North Carolina","31235","4601",
"1400000US37057060500","Census Tract 605; Davidson County; North Carolina","34070","5785",
"1400000US37057060601","Census Tract 606.01; Davidson County; North Carolina","27210","3625",
"1400000US37057060602","Census Tract 606.02; Davidson County; North Carolina","36433","4462",
"1400000US37057060700","Census Tract 607; Davidson County; North Carolina","24250","3481",
"1400000US37057060800","Census Tract 608; Davidson County; North Carolina","24623","8818",
"1400000US37057060900","Census Tract 609; Davidson County; North Carolina","23876","4079",
"1400000US37057061000","Census Tract 610; Davidson County; North Carolina","23202","3589",
"1400000US37057061101","Census Tract 611.01; Davidson County; North Carolina","26106","3899",
"1400000US37057061102","Census Tract 611.02; Davidson County; North Carolina","29244","5962",
"1400000US37057061202","Census Tract 612.02; Davidson County; North Carolina","39323","8037",
"1400000US37057061203","Census Tract 612.03; Davidson County; North Carolina","22119","2239",
"1400000US37057061204","Census Tract 612.04; Davidson County; North Carolina","19762","3729",
"1400000US37057061300","Census Tract 613; Davidson County; North Carolina","21471","3342",
"1400000US37057061400","Census Tract 614; Davidson County; North Carolina","14834","3068",
"1400000US37057061501","Census Tract 615.01; Davidson County; North Carolina","18247","2463",
"1400000US37057061502","Census Tract 615.02; Davidson County; North Carolina","44702","14961",
"1400000US37057061600","Census Tract 616; Davidson County; North Carolina","20010","3040",
"1400000US37057061701","Census Tract 617.01; Davidson County; North Carolina","35029","5087",
"1400000US37057061703","Census Tract 617.03; Davidson County; North Carolina","30313","4690",
"1400000US37057061704","Census Tract 617.04; Davidson County; North Carolina","30274","6432",
"1400000US37057061705","Census Tract 617.05; Davidson County; North Carolina","31592","6187",
"1400000US37057061803","Census Tract 618.03; Davidson County; North Carolina","27124","3657",
"1400000US37057061805","Census Tract 618.05; Davidson County; North Carolina","27724","4123",
"1400000US37057061806","Census Tract 618.06; Davidson County; North Carolina","28508","2999",
"1400000US37057061807","Census Tract 618.07; Davidson County; North Carolina","48955","12803",
"1400000US37057061808","Census Tract 618.08; Davidson County; North Carolina","30367","5563",
"1400000US37057061902","Census Tract 619.02; Davidson County; North Carolina","27961","4489",
"1400000US37057061903","Census Tract 619.03; Davidson County; North Carolina","21608","4846",
"1400000US37057061904","Census Tract 619.04; Davidson County; North Carolina","33397","4731",
"1400000US37057062001","Census Tract 620.01; Davidson County; North Carolina","31430","6001",
"1400000US37057062002","Census Tract 620.02; Davidson County; North Carolina","24392","2455",
"1400000US37059080101","Census Tract 801.01; Davie County; North Carolina","27116","4449",
"1400000US37059080102","Census Tract 801.02; Davie County; North Carolina","31414","4633",
"1400000US37059080200","Census Tract 802; Davie County; North Carolina","35169","4474",
"1400000US37059080301","Census Tract 803.01; Davie County; North Carolina","63240","8336",
"1400000US37059080302","Census Tract 803.02; Davie County; North Carolina","33974","6553",
"1400000US37059080400","Census Tract 804; Davie County; North Carolina","42902","5243",
"1400000US37059080500","Census Tract 805; Davie County; North Carolina","30152","4613",
"1400000US37059080600","Census Tract 806; Davie County; North Carolina","30942","5434",
"1400000US37059080701","Census Tract 807.01; Davie County; North Carolina","31487","6029",
"1400000US37059080702","Census Tract 807.02; Davie County; North Carolina","26467","3355",
"1400000US37061090101","Census Tract 901.01; Duplin County; North Carolina","21840","4507",
"1400000US37061090102","Census Tract 901.02; Duplin County; North Carolina","25600","4419",
"1400000US37061090103","Census Tract 901.03; Duplin County; North Carolina","19359","3881",
"1400000US37061090201","Census Tract 902.01; Duplin County; North Carolina","20806","6389",
"1400000US37061090202","Census Tract 902.02; Duplin County; North Carolina","24495","3087",
"1400000US37061090301","Census Tract 903.01; Duplin County; North Carolina","23103","4669",
"1400000US37061090302","Census Tract 903.02; Duplin County; North Carolina","17105","4023",
"1400000US37061090401","Census Tract 904.01; Duplin County; North Carolina","23292","5680",
"1400000US37061090402","Census Tract 904.02; Duplin County; North Carolina","26933","3558",
"1400000US37061090503","Census Tract 905.03; Duplin County; North Carolina","34301","8390",
"1400000US37061090504","Census Tract 905.04; Duplin County; North Carolina","32271","12611",
"1400000US37061090505","Census Tract 905.05; Duplin County; North Carolina","28393","5520",
"1400000US37061090506","Census Tract 905.06; Duplin County; North Carolina","21087","4089",
"1400000US37061090600","Census Tract 906; Duplin County; North Carolina","26034","3294",
"1400000US37061090703","Census Tract 907.03; Duplin County; North Carolina","45125","5731",
"1400000US37061090704","Census Tract 907.04; Duplin County; North Carolina","23022","3773",
"1400000US37061090705","Census Tract 907.05; Duplin County; North Carolina","27508","5727",
"1400000US37061090706","Census Tract 907.06; Duplin County; North Carolina","27150","4789",
"1400000US37061090801","Census Tract 908.01; Duplin County; North Carolina","20525","2583",
"1400000US37061090803","Census Tract 908.03; Duplin County; North Carolina","26827","5265",
"1400000US37061090804","Census Tract 908.04; Duplin County; North Carolina","21859","4252",
"1400000US37063000101","Census Tract 1.01; Durham County; North Carolina","39558","6034",
"1400000US37063000102","Census Tract 1.02; Durham County; North Carolina","31841","4843",
"1400000US37063000200","Census Tract 2; Durham County; North Carolina","37084","7596",
"1400000US37063000301","Census Tract 3.01; Durham County; North Carolina","43636","8600",
"1400000US37063000302","Census Tract 3.02; Durham County; North Carolina","63467","9900",
"1400000US37063000401","Census Tract 4.01; Durham County; North Carolina","54766","7162",
"1400000US37063000402","Census Tract 4.02; Durham County; North Carolina","43733","6854",
"1400000US37063000500","Census Tract 5; Durham County; North Carolina","25783","4981",
"1400000US37063000600","Census Tract 6; Durham County; North Carolina","65542","12738",
"1400000US37063000700","Census Tract 7; Durham County; North Carolina","64005","9179",
"1400000US37063000900","Census Tract 9; Durham County; North Carolina","42730","10748",
"1400000US37063001001","Census Tract 10.01; Durham County; North Carolina","23657","3884",
"1400000US37063001002","Census Tract 10.02; Durham County; North Carolina","19159","4800",
"1400000US37063001100","Census Tract 11; Durham County; North Carolina","19213","3618",
"1400000US37063001301","Census Tract 13.01; Durham County; North Carolina","26374","6021",
"1400000US37063001303","Census Tract 13.03; Durham County; North Carolina","12970","2143",
"1400000US37063001304","Census Tract 13.04; Durham County; North Carolina","27934","6017",
"1400000US37063001400","Census Tract 14; Durham County; North Carolina","18935","4928",
"1400000US37063001501","Census Tract 15.01; Durham County; North Carolina","4048","1277",
"1400000US37063001503","Census Tract 15.03; Durham County; North Carolina","2954","1618",
"1400000US37063001504","Census Tract 15.04; Durham County; North Carolina","20314","4606",
"1400000US37063001505","Census Tract 15.05; Durham County; North Carolina","24247","5327",
"1400000US37063001601","Census Tract 16.01; Durham County; North Carolina","40330","6219",
"1400000US37063001603","Census Tract 16.03; Durham County; North Carolina","48970","7801",
"1400000US37063001604","Census Tract 16.04; Durham County; North Carolina","48021","5235",
"1400000US37063001705","Census Tract 17.05; Durham County; North Carolina","37218","5813",
"1400000US37063001706","Census Tract 17.06; Durham County; North Carolina","51622","9423",
"1400000US37063001708","Census Tract 17.08; Durham County; North Carolina","28168","3542",
"1400000US37063001709","Census Tract 17.09; Durham County; North Carolina","22447","3122",
"1400000US37063001710","Census Tract 17.10; Durham County; North Carolina","28175","3700",
"1400000US37063001711","Census Tract 17.11; Durham County; North Carolina","37028","11301",
"1400000US37063001712","Census Tract 17.12; Durham County; North Carolina","86286","23932",
"1400000US37063001713","Census Tract 17.13; Durham County; North Carolina","53652","10599",
"1400000US37063001801","Census Tract 18.01; Durham County; North Carolina","26121","3243",
"1400000US37063001802","Census Tract 18.02; Durham County; North Carolina","19580","2442",
"1400000US37063001806","Census Tract 18.06; Durham County; North Carolina","31591","5748",
"1400000US37063001808","Census Tract 18.08; Durham County; North Carolina","56485","6016",
"1400000US37063001809","Census Tract 18.09; Durham County; North Carolina","54097","10515",
"1400000US37063001810","Census Tract 18.10; Durham County; North Carolina","20109","3998",
"1400000US37063001811","Census Tract 18.11; Durham County; North Carolina","35833","7135",
"1400000US37063001900","Census Tract 19; Durham County; North Carolina","57471","5298",
"1400000US37063002007","Census Tract 20.07; Durham County; North Carolina","51854","9772",
"1400000US37063002008","Census Tract 20.08; Durham County; North Carolina","109847","15683",
"1400000US37063002009","Census Tract 20.09; Durham County; North Carolina","25202","6419",
"1400000US37063002013","Census Tract 20.13; Durham County; North Carolina","44318","4736",
"1400000US37063002015","Census Tract 20.15; Durham County; North Carolina","35421","6931",
"1400000US37063002019","Census Tract 20.19; Durham County; North Carolina","64423","7759",
"1400000US37063002020","Census Tract 20.20; Durham County; North Carolina","71430","7469",
"1400000US37063002021","Census Tract 20.21; Durham County; North Carolina","45826","6161",
"1400000US37063002022","Census Tract 20.22; Durham County; North Carolina","43952","6241",
"1400000US37063002023","Census Tract 20.23; Durham County; North Carolina","57102","9492",
"1400000US37063002024","Census Tract 20.24; Durham County; North Carolina","55235","4858",
"1400000US37063002025","Census Tract 20.25; Durham County; North Carolina","38208","4413",
"1400000US37063002026","Census Tract 20.26; Durham County; North Carolina","30791","6636",
"1400000US37063002029","Census Tract 20.29; Durham County; North Carolina","57812","11223",
"1400000US37063002030","Census Tract 20.30; Durham County; North Carolina","74789","8386",
"1400000US37063002031","Census Tract 20.31; Durham County; North Carolina","43396","11508",
"1400000US37063002032","Census Tract 20.32; Durham County; North Carolina","29504","5127",
"1400000US37063002033","Census Tract 20.33; Durham County; North Carolina","67140","7583",
"1400000US37063002034","Census Tract 20.34; Durham County; North Carolina","51695","9199",
"1400000US37063002035","Census Tract 20.35; Durham County; North Carolina","52406","7368",
"1400000US37063002036","Census Tract 20.36; Durham County; North Carolina","42376","9473",
"1400000US37063002037","Census Tract 20.37; Durham County; North Carolina","51900","6057",
"1400000US37063002038","Census Tract 20.38; Durham County; North Carolina","62714","9643",
"1400000US37063002100","Census Tract 21; Durham County; North Carolina","45178","10675",
"1400000US37063002200","Census Tract 22; Durham County; North Carolina","93646","17401",
"1400000US37063002300","Census Tract 23; Durham County; North Carolina","40067","8574",
"1400000US37063980100","Census Tract 9801; Durham County; North Carolina","-","**",
"1400000US37065020200","Census Tract 202; Edgecombe County; North Carolina","20378","2760",
"1400000US37065020300","Census Tract 203; Edgecombe County; North Carolina","19799","3657",
"1400000US37065020400","Census Tract 204; Edgecombe County; North Carolina","21172","4086",
"1400000US37065020600","Census Tract 206; Edgecombe County; North Carolina","20700","4335",
"1400000US37065020700","Census Tract 207; Edgecombe County; North Carolina","33602","5826",
"1400000US37065020800","Census Tract 208; Edgecombe County; North Carolina","23143","4301",
"1400000US37065020900","Census Tract 209; Edgecombe County; North Carolina","19147","3727",
"1400000US37065021000","Census Tract 210; Edgecombe County; North Carolina","31175","6613",
"1400000US37065021100","Census Tract 211; Edgecombe County; North Carolina","27713","3741",
"1400000US37065021200","Census Tract 212; Edgecombe County; North Carolina","30861","4959",
"1400000US37065021300","Census Tract 213; Edgecombe County; North Carolina","31699","5152",
"1400000US37065021400","Census Tract 214; Edgecombe County; North Carolina","24822","2814",
"1400000US37065021500","Census Tract 215; Edgecombe County; North Carolina","29767","5023",
"1400000US37065021600","Census Tract 216; Edgecombe County; North Carolina","33613","5793",
"1400000US37067000100","Census Tract 1; Forsyth County; North Carolina","52573","9160",
"1400000US37067000200","Census Tract 2; Forsyth County; North Carolina","31015","8539",
"1400000US37067000301","Census Tract 3.01; Forsyth County; North Carolina","14709","3513",
"1400000US37067000302","Census Tract 3.02; Forsyth County; North Carolina","17837","6112",
"1400000US37067000400","Census Tract 4; Forsyth County; North Carolina","13402","3406",
"1400000US37067000500","Census Tract 5; Forsyth County; North Carolina","14205","5191",
"1400000US37067000600","Census Tract 6; Forsyth County; North Carolina","12868","2969",
"1400000US37067000700","Census Tract 7; Forsyth County; North Carolina","13872","2002",
"1400000US37067000801","Census Tract 8.01; Forsyth County; North Carolina","5697","1622",
"1400000US37067000802","Census Tract 8.02; Forsyth County; North Carolina","10975","2273",
"1400000US37067000900","Census Tract 9; Forsyth County; North Carolina","28161","6924",
"1400000US37067001000","Census Tract 10; Forsyth County; North Carolina","40386","5682",
"1400000US37067001100","Census Tract 11; Forsyth County; North Carolina","53849","9072",
"1400000US37067001200","Census Tract 12; Forsyth County; North Carolina","69589","11523",
"1400000US37067001300","Census Tract 13; Forsyth County; North Carolina","18331","3182",
"1400000US37067001400","Census Tract 14; Forsyth County; North Carolina","16190","3860",
"1400000US37067001500","Census Tract 15; Forsyth County; North Carolina","21632","3372",
"1400000US37067001601","Census Tract 16.01; Forsyth County; North Carolina","20922","3191",
"1400000US37067001602","Census Tract 16.02; Forsyth County; North Carolina","18402","3531",
"1400000US37067001700","Census Tract 17; Forsyth County; North Carolina","23327","4424",
"1400000US37067001800","Census Tract 18; Forsyth County; North Carolina","25539","11445",
"1400000US37067001901","Census Tract 19.01; Forsyth County; North Carolina","16009","2896",
"1400000US37067001902","Census Tract 19.02; Forsyth County; North Carolina","36082","6715",
"1400000US37067002001","Census Tract 20.01; Forsyth County; North Carolina","19699","3006",
"1400000US37067002002","Census Tract 20.02; Forsyth County; North Carolina","18674","5380",
"1400000US37067002100","Census Tract 21; Forsyth County; North Carolina","42403","7126",
"1400000US37067002200","Census Tract 22; Forsyth County; North Carolina","50536","8068",
"1400000US37067002501","Census Tract 25.01; Forsyth County; North Carolina","99103","17802",
"1400000US37067002502","Census Tract 25.02; Forsyth County; North Carolina","115410","28665",
"1400000US37067002601","Census Tract 26.01; Forsyth County; North Carolina","66675","14193",
"1400000US37067002604","Census Tract 26.04; Forsyth County; North Carolina","55459","8292",
"1400000US37067002605","Census Tract 26.05; Forsyth County; North Carolina","54178","12098",
"1400000US37067002606","Census Tract 26.06; Forsyth County; North Carolina","41979","6165",
"1400000US37067002701","Census Tract 27.01; Forsyth County; North Carolina","22671","2547",
"1400000US37067002702","Census Tract 27.02; Forsyth County; North Carolina","21803","4125",
"1400000US37067002704","Census Tract 27.04; Forsyth County; North Carolina","24411","6352",
"1400000US37067002705","Census Tract 27.05; Forsyth County; North Carolina","23844","4344",
"1400000US37067002801","Census Tract 28.01; Forsyth County; North Carolina","37669","3806",
"1400000US37067002804","Census Tract 28.04; Forsyth County; North Carolina","23816","3322",
"1400000US37067002806","Census Tract 28.06; Forsyth County; North Carolina","22903","5331",
"1400000US37067002807","Census Tract 28.07; Forsyth County; North Carolina","31366","3104",
"1400000US37067002808","Census Tract 28.08; Forsyth County; North Carolina","37994","7340",
"1400000US37067002809","Census Tract 28.09; Forsyth County; North Carolina","35910","3845",
"1400000US37067002901","Census Tract 29.01; Forsyth County; North Carolina","23579","3996",
"1400000US37067002903","Census Tract 29.03; Forsyth County; North Carolina","28856","7045",
"1400000US37067002904","Census Tract 29.04; Forsyth County; North Carolina","30867","2866",
"1400000US37067003002","Census Tract 30.02; Forsyth County; North Carolina","27230","2664",
"1400000US37067003003","Census Tract 30.03; Forsyth County; North Carolina","29330","4400",
"1400000US37067003004","Census Tract 30.04; Forsyth County; North Carolina","42980","5748",
"1400000US37067003103","Census Tract 31.03; Forsyth County; North Carolina","43983","4155",
"1400000US37067003105","Census Tract 31.05; Forsyth County; North Carolina","30186","4863",
"1400000US37067003106","Census Tract 31.06; Forsyth County; North Carolina","34143","5260",
"1400000US37067003107","Census Tract 31.07; Forsyth County; North Carolina","39458","5672",
"1400000US37067003108","Census Tract 31.08; Forsyth County; North Carolina","22489","4499",
"1400000US37067003201","Census Tract 32.01; Forsyth County; North Carolina","45815","6678",
"1400000US37067003202","Census Tract 32.02; Forsyth County; North Carolina","35632","5707",
"1400000US37067003307","Census Tract 33.07; Forsyth County; North Carolina","36564","4663",
"1400000US37067003308","Census Tract 33.08; Forsyth County; North Carolina","37824","3604",
"1400000US37067003309","Census Tract 33.09; Forsyth County; North Carolina","24347","3820",
"1400000US37067003310","Census Tract 33.10; Forsyth County; North Carolina","27183","3853",
"1400000US37067003311","Census Tract 33.11; Forsyth County; North Carolina","60380","26217",
"1400000US37067003312","Census Tract 33.12; Forsyth County; North Carolina","41690","6609",
"1400000US37067003313","Census Tract 33.13; Forsyth County; North Carolina","33818","3794",
"1400000US37067003314","Census Tract 33.14; Forsyth County; North Carolina","45897","7373",
"1400000US37067003315","Census Tract 33.15; Forsyth County; North Carolina","33791","5091",
"1400000US37067003402","Census Tract 34.02; Forsyth County; North Carolina","37123","11771",
"1400000US37067003403","Census Tract 34.03; Forsyth County; North Carolina","22437","2837",
"1400000US37067003404","Census Tract 34.04; Forsyth County; North Carolina","15958","3478",
"1400000US37067003500","Census Tract 35; Forsyth County; North Carolina","18225","3432",
"1400000US37067003600","Census Tract 36; Forsyth County; North Carolina","24494","3586",
"1400000US37067003701","Census Tract 37.01; Forsyth County; North Carolina","22730","4524",
"1400000US37067003702","Census Tract 37.02; Forsyth County; North Carolina","25618","3525",
"1400000US37067003703","Census Tract 37.03; Forsyth County; North Carolina","35687","5364",
"1400000US37067003803","Census Tract 38.03; Forsyth County; North Carolina","33813","4522",
"1400000US37067003804","Census Tract 38.04; Forsyth County; North Carolina","41825","6292",
"1400000US37067003805","Census Tract 38.05; Forsyth County; North Carolina","33285","3824",
"1400000US37067003806","Census Tract 38.06; Forsyth County; North Carolina","28572","8472",
"1400000US37067003903","Census Tract 39.03; Forsyth County; North Carolina","28344","8349",
"1400000US37067003904","Census Tract 39.04; Forsyth County; North Carolina","36183","3097",
"1400000US37067003905","Census Tract 39.05; Forsyth County; North Carolina","36324","5892",
"1400000US37067003906","Census Tract 39.06; Forsyth County; North Carolina","64846","6245",
"1400000US37067003908","Census Tract 39.08; Forsyth County; North Carolina","71848","17786",
"1400000US37067003909","Census Tract 39.09; Forsyth County; North Carolina","62723","12141",
"1400000US37067004005","Census Tract 40.05; Forsyth County; North Carolina","47430","4677",
"1400000US37067004007","Census Tract 40.07; Forsyth County; North Carolina","47859","5958",
"1400000US37067004009","Census Tract 40.09; Forsyth County; North Carolina","40457","5453",
"1400000US37067004010","Census Tract 40.10; Forsyth County; North Carolina","66087","7136",
"1400000US37067004011","Census Tract 40.11; Forsyth County; North Carolina","38399","7814",
"1400000US37067004012","Census Tract 40.12; Forsyth County; North Carolina","43419","9505",
"1400000US37067004013","Census Tract 40.13; Forsyth County; North Carolina","44471","7340",
"1400000US37067004014","Census Tract 40.14; Forsyth County; North Carolina","40410","6729",
"1400000US37067004015","Census Tract 40.15; Forsyth County; North Carolina","51005","7760",
"1400000US37067004102","Census Tract 41.02; Forsyth County; North Carolina","47604","11289",
"1400000US37067004103","Census Tract 41.03; Forsyth County; North Carolina","46645","5461",
"1400000US37067004104","Census Tract 41.04; Forsyth County; North Carolina","44467","5525",
"1400000US37069060100","Census Tract 601; Franklin County; North Carolina","29014","5190",
"1400000US37069060200","Census Tract 602; Franklin County; North Carolina","30250","3578",
"1400000US37069060301","Census Tract 603.01; Franklin County; North Carolina","28850","4926",
"1400000US37069060302","Census Tract 603.02; Franklin County; North Carolina","25374","5020",
"1400000US37069060401","Census Tract 604.01; Franklin County; North Carolina","29251","4685",
"1400000US37069060403","Census Tract 604.03; Franklin County; North Carolina","23760","4084",
"1400000US37069060404","Census Tract 604.04; Franklin County; North Carolina","29319","5531",
"1400000US37069060501","Census Tract 605.01; Franklin County; North Carolina","40349","3017",
"1400000US37069060502","Census Tract 605.02; Franklin County; North Carolina","45376","8612",
"1400000US37069060601","Census Tract 606.01; Franklin County; North Carolina","35260","7857",
"1400000US37069060602","Census Tract 606.02; Franklin County; North Carolina","33854","5476",
"1400000US37069060701","Census Tract 607.01; Franklin County; North Carolina","27471","6363",
"1400000US37069060702","Census Tract 607.02; Franklin County; North Carolina","31260","10790",
"1400000US37069060703","Census Tract 607.03; Franklin County; North Carolina","31192","5826",
"1400000US37069060801","Census Tract 608.01; Franklin County; North Carolina","28865","6743",
"1400000US37069060802","Census Tract 608.02; Franklin County; North Carolina","27602","4358",
"1400000US37071030103","Census Tract 301.03; Gaston County; North Carolina","28578","4792",
"1400000US37071030104","Census Tract 301.04; Gaston County; North Carolina","56866","9314",
"1400000US37071030105","Census Tract 301.05; Gaston County; North Carolina","38405","6525",
"1400000US37071030106","Census Tract 301.06; Gaston County; North Carolina","51329","10658",
"1400000US37071030205","Census Tract 302.05; Gaston County; North Carolina","26757","3046",
"1400000US37071030206","Census Tract 302.06; Gaston County; North Carolina","29764","4324",
"1400000US37071030207","Census Tract 302.07; Gaston County; North Carolina","36705","9715",
"1400000US37071030208","Census Tract 302.08; Gaston County; North Carolina","40465","10611",
"1400000US37071030209","Census Tract 302.09; Gaston County; North Carolina","33358","5828",
"1400000US37071030301","Census Tract 303.01; Gaston County; North Carolina","31554","3527",
"1400000US37071030302","Census Tract 303.02; Gaston County; North Carolina","30574","5556",
"1400000US37071030401","Census Tract 304.01; Gaston County; North Carolina","33426","3859",
"1400000US37071030403","Census Tract 304.03; Gaston County; North Carolina","26361","4771",
"1400000US37071030404","Census Tract 304.04; Gaston County; North Carolina","26516","4022",
"1400000US37071030501","Census Tract 305.01; Gaston County; North Carolina","25652","4483",
"1400000US37071030503","Census Tract 305.03; Gaston County; North Carolina","25534","4621",
"1400000US37071030504","Census Tract 305.04; Gaston County; North Carolina","35305","3935",
"1400000US37071030601","Census Tract 306.01; Gaston County; North Carolina","26744","3006",
"1400000US37071030602","Census Tract 306.02; Gaston County; North Carolina","27824","5388",
"1400000US37071030700","Census Tract 307; Gaston County; North Carolina","30123","3370",
"1400000US37071030801","Census Tract 308.01; Gaston County; North Carolina","29525","9884",
"1400000US37071030802","Census Tract 308.02; Gaston County; North Carolina","27902","5745",
"1400000US37071030901","Census Tract 309.01; Gaston County; North Carolina","30721","6770",
"1400000US37071030902","Census Tract 309.02; Gaston County; North Carolina","23292","3890",
"1400000US37071031001","Census Tract 310.01; Gaston County; North Carolina","29204","10982",
"1400000US37071031004","Census Tract 310.04; Gaston County; North Carolina","29659","3618",
"1400000US37071031005","Census Tract 310.05; Gaston County; North Carolina","44123","10490",
"1400000US37071031006","Census Tract 310.06; Gaston County; North Carolina","39779","4818",
"1400000US37071031101","Census Tract 311.01; Gaston County; North Carolina","35486","7797",
"1400000US37071031102","Census Tract 311.02; Gaston County; North Carolina","28606","4717",
"1400000US37071031202","Census Tract 312.02; Gaston County; North Carolina","23509","4227",
"1400000US37071031203","Census Tract 312.03; Gaston County; North Carolina","50230","5510",
"1400000US37071031204","Census Tract 312.04; Gaston County; North Carolina","33151","4422",
"1400000US37071031301","Census Tract 313.01; Gaston County; North Carolina","31881","4915",
"1400000US37071031303","Census Tract 313.03; Gaston County; North Carolina","19933","3590",
"1400000US37071031304","Census Tract 313.04; Gaston County; North Carolina","35082","10241",
"1400000US37071031401","Census Tract 314.01; Gaston County; North Carolina","24205","5748",
"1400000US37071031402","Census Tract 314.02; Gaston County; North Carolina","29549","3148",
"1400000US37071031500","Census Tract 315; Gaston County; North Carolina","14320","2676",
"1400000US37071031600","Census Tract 316; Gaston County; North Carolina","26947","2690",
"1400000US37071031703","Census Tract 317.03; Gaston County; North Carolina","29894","5242",
"1400000US37071031704","Census Tract 317.04; Gaston County; North Carolina","28036","4574",
"1400000US37071031705","Census Tract 317.05; Gaston County; North Carolina","26591","5243",
"1400000US37071031706","Census Tract 317.06; Gaston County; North Carolina","24087","4409",
"1400000US37071031800","Census Tract 318; Gaston County; North Carolina","16230","3782",
"1400000US37071031901","Census Tract 319.01; Gaston County; North Carolina","17086","6028",
"1400000US37071031902","Census Tract 319.02; Gaston County; North Carolina","17237","2873",
"1400000US37071032000","Census Tract 320; Gaston County; North Carolina","17877","3274",
"1400000US37071032100","Census Tract 321; Gaston County; North Carolina","21079","4295",
"1400000US37071032201","Census Tract 322.01; Gaston County; North Carolina","41873","5282",
"1400000US37071032202","Census Tract 322.02; Gaston County; North Carolina","34511","4024",
"1400000US37071032301","Census Tract 323.01; Gaston County; North Carolina","39586","3450",
"1400000US37071032302","Census Tract 323.02; Gaston County; North Carolina","40582","9216",
"1400000US37071032403","Census Tract 324.03; Gaston County; North Carolina","48836","9019",
"1400000US37071032404","Census Tract 324.04; Gaston County; North Carolina","58144","16417",
"1400000US37071032405","Census Tract 324.05; Gaston County; North Carolina","54974","8703",
"1400000US37071032406","Census Tract 324.06; Gaston County; North Carolina","66575","19193",
"1400000US37071032505","Census Tract 325.05; Gaston County; North Carolina","30799","5230",
"1400000US37071032506","Census Tract 325.06; Gaston County; North Carolina","35542","4162",
"1400000US37071032507","Census Tract 325.07; Gaston County; North Carolina","44950","3573",
"1400000US37071032508","Census Tract 325.08; Gaston County; North Carolina","53601","10099",
"1400000US37071032509","Census Tract 325.09; Gaston County; North Carolina","48727","6185",
"1400000US37071032510","Census Tract 325.10; Gaston County; North Carolina","70815","14503",
"1400000US37071032600","Census Tract 326; Gaston County; North Carolina","45273","7512",
"1400000US37071032702","Census Tract 327.02; Gaston County; North Carolina","48875","9746",
"1400000US37071032703","Census Tract 327.03; Gaston County; North Carolina","30933","5994",
"1400000US37071032704","Census Tract 327.04; Gaston County; North Carolina","44914","18211",
"1400000US37071032801","Census Tract 328.01; Gaston County; North Carolina","21351","4355",
"1400000US37071032802","Census Tract 328.02; Gaston County; North Carolina","22734","3048",
"1400000US37071032900","Census Tract 329; Gaston County; North Carolina","30557","13265",
"1400000US37071033100","Census Tract 331; Gaston County; North Carolina","22245","4254",
"1400000US37071033202","Census Tract 332.02; Gaston County; North Carolina","40526","6901",
"1400000US37071033203","Census Tract 332.03; Gaston County; North Carolina","22893","3274",
